Finnish-fi,Valence,Arousal,Dominance,English,Finnish-bf
sitkeä,-0.49,0.5,0.188,dogged,sitkeä
sitkeä,0.142,0.138,0.62,hardy,sitkeä
sitkeä,-0.14,0.02,0.054,stringy,sitkeä
sitkeä,0.448,0.316,0.384,tenacious,sitkeä
sitoa,-0.204,-0.076,-0.104,bind,sitoa
sitoa,0.042,-0.036,0.138,truss,sitoa
sitomaton,-0.292,-0.196,-0.434,unbound,sitomaton
sitoumus,0.812,0.174,0.614,engagement,sitoumus
sitoutua,0.542,0.592,0.426,engage,sitoutua
sitoutua,0.592,0.404,0.508,undertake,sitoutua
sitoutuminen,0.428,0.42,0.686,commitment,sitoutua
sitoutunut,0.42,0.084,0.424,committed,sitoutunut
sitova,-0.124,-0.15,0.28,binding,sitova
sitrushedelmä,-0.062,-0.264,-0.25,citrus,sitrushedelmä
sitruuna,0.192,-0.366,-0.368,lemon,sitruuna
sitten,-0.366,-0.44,-0.192,ago,sitten
siunata,0.858,-0.462,0.176,bless,siunata
siunattu,0.82,-0.442,0.392,blessed,siunattu
siunattu,0.326,0.0,0.6,consecrated,siunattu
siunaus,0.858,-0.472,0.6,blessing,siunaus
siunaus,0.756,-0.412,0.284,boon,siunaus
sivaltaa,-0.394,0.692,0.364,smite,sivaltaa
siveettömyys,-0.562,0.92,-0.208,promiscuity,siveettömyys
siveetön,-0.572,0.6,-0.128,promiscuous,siveetön
siveys,-0.062,-0.216,0.018,chastity,siveys
siveä,-0.184,-0.504,-0.094,chaste,siveä
siviiliasuinen,0.396,-0.326,-0.152,plainclothes,siviiliasuinen
sivistymätön,-0.53,0.596,0.476,barbaric,sivistymätön
sivistymätön,-0.734,0.2,-0.2,uncivilized,sivistymätön
sivistynyt,0.584,-0.538,0.592,civilized,sivistynyt
sivistynyt,0.674,-0.314,0.128,cultivated,sivistynyt
sivistynyt,0.632,-0.406,0.25,educated,sivistynyt
sivistys,0.646,-0.096,0.678,civilization,sivistys
sivu,0.354,-0.552,-0.444,page,sivu
sivuhaara,0.034,-0.34,-0.278,offshoot,sivuhaara
sivuhuomautus,0.02,-0.49,-0.24,parenthesis,sivuhuomautus
sivujoki,0.23,-0.074,0.232,tributary,sivujoki
sivujuoni,-0.062,-0.174,-0.108,subplot,sivujuoni
sivunumerointi,-0.082,-0.334,-0.2,pagination,sivunumerointi
sivupalkki,-0.062,-0.272,-0.19,sidebar,sivupalkki
sivustakatsoja,-0.04,-0.076,-0.018,bystander,sivustakatsoja
sivusuunnassa,0.124,-0.49,-0.1,laterally,sivusuunta
sivuttain,0.576,-0.51,-0.418,sideways,sivuttain
sivutyö,-0.12,-0.236,0.034,sideline,sivutyö
sivuvaunu,0.104,-0.102,0.0,sidecar,sivuvaunu
skandaali,-0.88,0.378,0.084,outrage,skandaali
skandaali,-0.756,0.642,0.114,scandal,skandaali
skannata,-0.042,-0.154,-0.06,scan,skannata
skanneri,0.062,-0.288,0.134,scanner,skanneri
skeet,-0.062,0.098,-0.174,skeet,
skenaario,0.334,0.02,0.366,scenario,skenaario
skeptikko,-0.73,-0.12,0.0,skeptic,skeptikko
skeptinen,-0.572,-0.226,-0.068,sceptical,skeptinen
skeptinen,-0.586,0.0,-0.096,skeptical,skeptinen
skeptisyys,-0.416,-0.112,0.1,scepticism,skeptisyys
skeptisyys,-0.542,-0.04,0.164,skepticism,skeptisyys
skisma,-0.44,0.138,-0.228,schism,skisma
skitsofreeninen,-0.796,0.916,-0.134,schizophrenic,skitsofreeninen
skitsofrenia,-0.816,0.76,-0.13,schizophrenia,skitsofrenia
skolastinen,0.0,-0.06,-0.018,scholastic,skolastinen
skootteri,0.02,0.174,-0.258,scooter,skootteri
skorpioni,-0.604,0.49,0.2,scorpion,skorpioni
skotlanninpaimenkoira,0.124,-0.384,-0.344,collie,skotlanninpaimenkoira
skottilainen,0.156,0.04,0.23,scotch,skottilainen
slangi,-0.042,-0.164,-0.018,slang,slangi
slummi,-0.416,0.056,-0.396,slum,slummi
sluuppi,-0.04,-0.25,-0.24,sloop,sluuppi
smaragdi,0.48,-0.274,0.452,emerald,smaragdi
smirgeli,-0.062,0.166,-0.056,emery,smirgeli
smokki,0.388,-0.292,0.038,tuxedo,smokki
snapsi,0.166,0.134,-0.166,schnapps,snapsi
snobi,-0.408,0.04,-0.382,snob,snobi
snorkkeli,0.02,-0.06,-0.346,snorkel,snorkkeli
sodankäynti,-0.876,0.77,0.69,warfare,sodankäynti
softball,0.47,0.26,0.036,softball,
sohva,0.188,-0.836,-0.604,couch,sohva
sohva,0.166,-0.788,-0.474,sofa,sohva
soida,0.146,0.082,-0.072,chime,soida
soihdutus,0.25,0.542,0.018,flaring,
soihtu,0.062,0.26,0.09,torch,soihtu
soija,-0.124,-0.5,-0.428,soy,soija
soijakastike,0.146,-0.236,-0.364,soy sauce,soijakastike
soijapapu,0.042,-0.5,-0.414,soybean,soijapapu
soikea,0.0,-0.138,0.056,elliptic,soikea
soikea,-0.166,-0.44,-0.34,oval,soikea
soikio,0.062,-0.18,-0.042,ellipse,soikio
soinen,-0.388,-0.22,-0.176,swampy,soinen
soinnikas,0.292,0.16,-0.116,sonorous,soinnikas
sointu,0.458,-0.212,0.078,chord,sointu
sointuva,0.438,0.47,-0.164,matching,sointuva
sointuva,0.448,0.196,0.386,ringing,sointuva
soittaja,0.292,0.23,-0.056,caller,soittaja
soittokello,0.104,0.02,0.01,bell,soittokello
soittokunnan vaunut,0.25,0.302,0.018,bandwagon,
soittolava,0.47,0.072,0.04,bandstand,soittolava
sokaiseva,-0.392,0.192,-0.188,blinding,sokaiseva
sokaisi,-0.51,-0.058,-0.538,blinded,sokaista
sokea,-0.688,-0.28,-0.632,blind,sokea
sokeasti,-0.122,0.196,-0.444,blindly,sokea
sokeri,0.792,-0.236,-0.196,sugar,sokeri
sokeroitu,0.426,-0.34,-0.28,candied,sokeroitu
sokeus,-0.51,-0.04,-0.608,blindness,sokeus
sokkeli,-0.124,-0.308,-0.054,plinth,sokkeli
sokkelo,-0.124,0.216,-0.112,maze,sokkelo
sokkeloinen,-0.104,0.02,0.056,rambling,sokkeloinen
sokkona,-0.584,0.128,-0.582,blindfolded,sokko
solariumi,0.204,-0.288,-0.158,solarium,solariumi
solidaarisuus,0.584,-0.186,0.562,solidarity,solidaarisuus
solisluu,-0.204,-0.2,-0.096,clavicle,solisluu
solisluu,-0.16,-0.146,-0.388,collarbone,solisluu
solki,-0.168,-0.254,-0.278,buckle,solki
solmia,0.06,-0.466,0.358,conclude,solmia
solmio,0.326,-0.072,-0.138,tie,solmio
solmittu,-0.548,-0.176,-0.412,knotted,solmittu
solmu,0.082,-0.558,-0.184,knot,solmu
solmu,-0.208,-0.314,-0.278,node,solmu
solu,0.082,-0.25,-0.07,cell,solu
solurakkula,-0.02,-0.188,-0.038,vacuole,solurakkula
somaattinen,-0.124,-0.188,-0.112,somatic,somaattinen
sonaatti,0.286,-0.188,-0.15,sonata,sonaatti
sonetti,0.436,-0.412,-0.192,sonnet,sonetti
sonni,0.042,0.28,0.288,bull,sonni
sonta,-0.306,-0.154,-0.456,muck,sonta
sooda,0.376,-0.372,-0.272,soda,sooda
soolo,-0.124,-0.62,-0.35,solo,soolo
sooloesitys,0.676,-0.12,0.144,recital,sooloesitys
soopeli,-0.102,0.192,0.0,sable,soopeli
sopeuttaa,0.48,-0.29,0.102,adapt,sopeuttaa
sopimaton,-0.542,0.04,-0.482,improper,sopimaton
sopimaton,-0.73,0.084,-0.294,inappropriate,sopimaton
sopimaton,-0.5,-0.264,-0.63,unfit,sopimaton
sopimaton,-0.624,0.056,-0.4,unsuitable,sopimaton
sopimattomuus,-0.734,0.182,-0.222,impropriety,sopimattomuus
sopimus,0.796,-0.472,-0.236,accord,sopimus
sopimus,0.52,-0.12,0.472,agreement,sopimus
sopimus,0.188,-0.176,0.272,contract,sopimus
sopimus,0.244,0.244,0.408,convention,sopimus
sopimus,0.438,0.198,0.086,deal,sopimus
sopimus,-0.132,-0.236,0.272,indenture,sopimus
sopimus,-0.116,-0.112,0.186,pact,sopimus
sopimus,0.292,-0.236,0.334,treaty,sopimus
sopiva,0.666,-0.264,0.518,appropriate,sopiva
sopiva,0.584,-0.404,0.444,suitable,sopiva
sopivuus,0.562,-0.104,0.226,convenience,sopivuus
sopraano,0.104,0.1,0.37,soprano,sopraano
sopu,0.354,-0.36,0.172,concord,sopu
sopusointu,0.25,-0.284,0.216,concordance,sopusointu
sora,-0.448,-0.294,-0.274,detritus,sora
sora,-0.22,-0.26,-0.336,gravel,sora
sorbetti,0.184,-0.274,-0.304,sherbet,sorbetti
sorja,0.812,0.02,0.31,graceful,sorja
sorkkarauta,-0.188,0.062,-0.228,crowbar,sorkkarauta
sorkkarauta,0.158,-0.358,-0.378,jimmy,sorkkarauta
sormenjälki,0.166,-0.192,0.14,fingerprint,sormenjälki
sormi,-0.358,-0.472,-0.418,finger,sormi
sormus,0.354,-0.146,-0.072,ring,sormus
sormustin,-0.02,-0.616,-0.564,thimble,sormustin
sorrettu,-0.762,0.28,-0.482,oppressed,sorrettu
sortaa,-0.628,0.308,0.11,oppress,sortaa
sortaja,-0.68,0.552,0.258,oppressor,sortaja
sorto,-0.84,0.346,0.23,oppression,sorto
sorvi,0.02,-0.1,-0.15,lathe,sorvi
sos,-0.292,0.35,-0.228,sos,SOS
sose,-0.12,-0.274,-0.434,mash,sose
sose,0.0,-0.378,-0.75,mush,sose
sose,0.416,-0.49,-0.584,puree,sose
sosiaalinen,0.612,-0.26,0.228,social,sosiaalinen
sosialismi,0.02,0.0,0.12,socialism,sosialismi
sosialisti,-0.104,-0.2,0.086,socialist,sosialisti
sosiologia,0.23,-0.122,0.388,sociology,sosiologi
sosiopaatti,-0.792,0.726,-0.122,sociopath,sosiopaatti
sota,-0.956,0.784,0.454,war,sota
sota-aika,-0.8,0.824,0.452,wartime,sota-aika
sotaisa,-0.312,0.36,0.188,belligerent,sotaisa
sotaisa,-0.04,0.42,0.474,martial,sotaisa
sotaisa,-0.266,0.694,0.558,warlike,sotaisa
sotajoukot,-0.23,0.436,0.608,troops,sotajoukko
sotalaiva,-0.416,0.78,0.778,warship,sotalaiva
sotapolku,-0.44,0.352,0.102,warpath,sotapolku
sotapäällikkö,-0.666,0.592,0.562,warlord,sotapäällikkö
sotarikokset,-0.938,0.704,0.17,warcrimes,sotarikos
sotavanki,-0.25,-0.12,-0.148,pow,sotavanki
sotavaunut,0.368,0.1,-0.018,chariot,sotavaunu
sotilaallinen,-0.208,0.42,0.75,military,sotilaallinen
sotilas,-0.22,-0.358,-0.626,pawn,sotilas
sotilas,-0.216,0.416,0.536,soldier,sotilas
sotkea,-0.5,0.34,-0.132,implicate,sotkea
sotkeutunut,-0.326,0.442,-0.16,embroiled,sotkeutunut
sotkeutunut,-0.48,0.078,-0.368,tangled,sotkeutunut
sotku,-0.714,0.686,-0.454,mess,sotku
sotku,-0.164,-0.124,-0.396,muss,sotku
sotkuinen,-0.852,0.44,-0.46,garbled,sotkuinen
sotkuinen,-0.48,0.27,-0.72,messy,sotkuinen
soturi,-0.084,0.726,0.83,warrior,soturi
soutaja,0.184,0.146,0.124,boatman,soutaja
soutu,-0.084,-0.114,-0.066,rowing,soutu
soutuvene,-0.09,-0.214,-0.294,rowboat,soutuvene
sovelias,0.416,-0.334,-0.212,befitting,sovelias
sovellettavuus,0.354,-0.02,0.482,applicability,sovellettavuus
soveltamisala,0.27,-0.04,0.362,purview,soveltamisala
soveltumaton,-0.438,-0.196,-0.34,inapplicable,soveltumaton
soveltuvuus,0.5,-0.058,0.492,aptitude,soveltuvuus
sovinisti,-0.38,0.078,0.054,chauvinist,sovinisti
sovinnollinen,0.75,-0.34,0.014,amicable,sovinnollinen
sovinto,0.792,0.14,0.208,reconciliation,sovinto
sovitella,-0.73,0.0,-0.344,disallowed,sovitella
sovitella,0.52,-0.06,0.25,reconcile,sovitella
sovitettu,0.014,-0.192,0.346,fitted,sovitettu
sovittaa,-0.06,0.24,0.364,arbitrate,sovittaa
sovittaa,0.208,-0.1,0.264,fit,sovittaa
sovittamaton,-0.708,0.334,-0.25,irreconcilable,sovittamaton
sovittaminen,0.326,-0.27,0.218,adaptation,sovittaa
sovittelija,0.122,0.074,0.628,arbiter,sovittelija
sovittelija,0.184,-0.124,0.16,mediator,sovittelija
sovittelu,0.584,-0.05,0.452,conciliation,sovittelu
sovittelu,0.322,-0.3,0.314,mediation,sovittelu
sovittu,0.594,-0.102,0.148,agreed,sovittu
sovitus,0.1,0.204,0.366,atonement,sovitus
spagetti,0.458,-0.294,-0.424,spaghetti,spagetti
spanieli,0.122,-0.13,-0.23,spaniel,spanieli
sparrata,-0.166,-0.124,0.072,spar,sparrata
sparraus,-0.416,0.74,0.408,sparring,sparraus
spastinen,-0.52,0.082,-0.018,spastic,
speedway,0.334,0.038,-0.168,speedway,
spektaakkeli,0.624,0.49,0.524,spectacle,spektaakkeli
spektri,-0.376,0.4,0.054,spectrum,spektri
spektrinen,-0.14,0.334,0.0,spectral,
spektrofotometri,0.0,-0.032,0.0,spectrophotometer,
spektrometri,0.0,-0.096,-0.02,spectrometer,spektrometri
spektroskopia,-0.06,0.082,0.14,spectroscopy,
spekulaatio,-0.35,0.366,-0.212,speculation,spekulaatio
spekulatiivinen,-0.448,0.182,-0.072,speculative,spekulatiivinen
spekuloida,-0.204,0.204,0.106,speculate,spekuloida
sperma,-0.208,0.412,-0.094,sperm,sperma
spiraali,0.042,-0.076,0.018,helix,spiraali
spiraali,-0.02,0.248,-0.278,spiral,spiraali
spitaalinen,-0.85,0.178,-0.588,leper,spitaalinen
spoileri,-0.306,0.054,-0.24,spoiler,spoileri
sponsori,0.458,0.074,0.6,sponsor,sponsori
sponsorointi,0.708,0.216,0.392,sponsorship,sponsorointi
spontaani,0.56,0.156,0.31,spontaneous,spontaani
spontaanius,0.634,0.396,0.31,spontaneity,spontaanius
spray,-0.124,-0.18,-0.334,spray,spray
sprinkleri,0.02,-0.132,-0.054,sprinkler,sprinkleri
squash,0.062,0.334,-0.18,squash,squash
staattinen,-0.406,-0.5,-0.268,static,staattinen
staattori,-0.438,-0.094,0.114,stator,staattori
stabilointiaine,0.376,-0.294,0.534,stabilizer,stabilointiaine
Staccato,-0.208,0.0,-0.146,staccato,staccato
stadion,0.224,0.326,0.408,coliseum,stadion
stadion,0.27,0.358,0.222,stadium,stadion
stalkkeri,-0.646,0.86,0.278,stalker,
standardi,0.346,-0.714,0.21,standard,standardi
standardoitu,0.22,-0.352,0.214,standardized,standardoitu
statiikka,0.084,-0.42,0.054,statics,statiikka
status,0.316,-0.246,0.176,status,status
statussymbolit,-0.084,-0.076,-0.26,trappings,statussymboli
stereo,0.234,0.038,0.0,stereo,stereo
stereotypia,-0.698,-0.156,0.224,stereotype,stereotypia
stereotyyppinen,-0.25,0.02,-0.128,stereotyped,stereotyyppinen
steriili,-0.396,-0.058,-0.418,sterile,steriili
steriloida,-0.188,0.02,0.04,sterilize,steriloida
steroidi,-0.28,0.412,0.362,steroid,steroidi
stetoskooppi,-0.146,-0.246,-0.02,stethoscope,stetoskooppi
stetoskooppinen,-0.274,-0.166,0.148,stereoscopic,
stigma,-0.346,0.0,-0.06,stigma,stigma
stiletti,-0.286,0.192,0.056,switchblade,stiletti
stimulaatio,0.416,0.642,0.404,stimulation,stimulaatio
stimuloida,0.584,0.596,0.508,stimulate,stimuloida
stimuloiva,0.48,0.608,0.618,stimulating,stimuloiva
stipendi,0.458,-0.076,0.142,bursary,stipendi
stipendi,0.208,0.092,0.228,stipend,stipendi
stoola,-0.73,0.52,-0.232,stole,stoola
Stop,-0.44,0.02,-0.02,stop,stop
stout,0.312,0.314,0.634,stout,
strategi,0.142,0.188,0.62,strategist,strategi
strategia,0.408,0.334,0.716,strategy,strategi
strateginen,0.572,0.416,0.722,strategic,strateginen
stratosfääri,0.208,0.166,0.272,stratosphere,stratosfääri
stressaantunut,-0.666,0.48,0.004,stressed,stressaantunut
stressaava,-0.694,0.746,-0.222,stressful,stressaava
stressi,-0.654,0.686,-0.366,stress,stressi
stressitön,0.666,-0.84,0.056,stressfree,stressitön
strippari,0.25,0.696,-0.094,stripper,strippari
striptease,0.214,0.836,0.216,striptease,striptease
strutsi,0.184,-0.236,-0.518,ostrich,strutsi
struudeli,0.254,-0.166,-0.206,strudel,struudeli
studio,0.354,-0.47,0.24,studio,studio
stuertti,0.266,-0.524,0.1,steward,stuertti
subduraalinen,-0.238,-0.018,-0.15,subdural,
subjektiivinen,0.02,-0.3,-0.136,subjective,subjektiivinen
sublimaatio,0.02,-0.22,0.076,sublimation,sublimaatio
substantiivi,0.062,-0.54,-0.046,noun,substantiivi
sudenkorento,0.142,-0.254,-0.286,dragonfly,sudenkorento
sudenkuoppa,-0.646,0.55,0.016,pitfall,sudenkuoppa
suhde,0.12,-0.078,0.482,ratio,suhde
suhde,0.714,0.208,0.25,relation,suhde
suhtautua,0.0,0.432,0.434,react,suhtautua
suhteellinen,0.408,-0.26,0.34,proportionate,suhteellinen
suhteellinen,0.0,-0.244,-0.228,relative,suhteellinen
suhteellisuus,0.188,-0.214,0.23,relativity,suhteellisuus
suihinotto,-0.08,0.568,-0.226,blowjob,
suihku,-0.02,-0.174,-0.206,douche,suihku
suihku,0.338,-0.308,-0.328,shower,suihku
suihkukone,0.224,0.442,0.212,jet,suihkukone
suihkulähde,0.408,-0.416,0.118,fountain,suihkulähde
suikale,-0.224,-0.306,-0.418,sliver,suikale
suikale,-0.146,0.0,-0.128,strip,suikale
suippo,-0.312,-0.24,-0.526,tapering,suippo
suisto,-0.062,-0.444,-0.036,estuary,suisto
suitset,-0.146,-0.266,-0.228,bridle,suitsi
suitsuke,0.396,-0.45,-0.344,incense,suitsuke
sujuva,0.52,0.0,0.228,fluent,sujuva
sujuvasti,0.642,-0.732,-0.024,smoothly,sujuva
sujuvuus,0.552,0.008,0.436,fluency,sujuvuus
sukat,0.04,-0.312,-0.254,hosiery,sukka
sukat,-0.084,-0.27,-0.236,stockings,sukka
sukelluksissa,-0.326,0.056,-0.286,submerged,sukellus
sukellusvene,0.02,-0.26,-0.376,sub,sukellusvene
sukellusvene,0.144,-0.038,0.098,submarine,sukellusvene
sukeltaa,0.032,0.166,-0.206,dip,sukeltaa
sukeltaa,0.166,0.062,0.0,dive,sukeltaa
sukeltaja,0.188,0.04,0.128,diver,sukeltaja
sukka,0.0,-0.666,-0.42,sock,sukka
sukka,0.188,-0.352,0.376,stocking,sukka
sukkahousut,0.14,0.078,-0.5,pantyhose,sukkahousu
sukkahousut,0.166,-0.314,-0.462,tights,sukkahousu
sukkanauha,0.042,-0.188,-0.294,garter,sukkanauha
sukkula,0.062,0.182,0.094,shuttle,sukkula
suklaa,0.77,-0.04,-0.164,chocolate,suklaa
suku,0.164,-0.302,0.122,genus,suku
sukulaiset,0.086,-0.118,-0.086,kin,sukulainen
sukulaiset,0.52,-0.164,0.034,kindred,sukulainen
sukulaisuus,0.542,-0.4,0.304,kinship,sukulaisuus
sukunimi,0.34,-0.5,-0.014,surname,sukunimi
sukuperä,0.266,-0.07,0.442,lineage,sukuperä
sukupolvi,0.806,-0.04,0.37,generation,sukupolvi
sukupuoli,0.376,-0.308,0.222,gender,sukupuoli
sukupuoli,0.606,0.878,0.408,sex,sukupuoli
sukupuolielimet,-0.354,0.334,0.0,genitalia,sukupuolielin
sukupuu,0.02,0.314,0.208,bloodline,sukupuu
sukurutsainen,-0.624,0.472,-0.116,incestuous,sukurutsainen
sukutaulu,0.25,-0.32,0.218,pedigree,sukutaulu
sukututkimus,-0.042,-0.26,0.288,genealogy,sukututkimus
sula,-0.166,-0.02,-0.322,molten,sula
sulaa,-0.146,-0.366,-0.222,defrost,sula
sulaa,-0.104,0.23,-0.376,melt,sula
sulaa,-0.124,-0.358,-0.346,thaw,sula
sulake,-0.254,0.13,0.148,fuse,sulake
sulaminen,0.258,0.314,0.204,meltdown,sulaa
sulattaa,0.44,-0.174,-0.034,digest,sulattaa
sulatus,0.184,-0.06,0.076,melting,sulatus
sulava,0.448,-0.47,-0.462,suave,sulava
sulavalinjainen,0.5,-0.032,0.286,sleek,sulavalinjainen
sulfaatti,-0.146,-0.296,-0.142,sulfate,sulfaatti
sulhanen,0.618,0.472,0.054,bridegroom,sulhanen
sulhanen,0.396,0.0,0.21,groom,sulhanen
suljettu,-0.52,-0.672,-0.364,closed,suljettu
sulka,0.354,-0.584,-0.712,feather,sulka
sulkakynä,0.042,-0.568,-0.474,quill,sulkakynä
sulkea,-0.56,0.164,0.12,foreclose,sulkea
sulkea,-0.52,-0.296,-0.378,shut,sulkea
sulkeet,0.146,-0.438,-0.13,brackets,sulje
sulkija,-0.618,-0.24,-0.036,shutter,sulkija
sulkijalihas,-0.306,0.266,-0.25,sphincter,sulkijalihas
sulkuportti,-0.146,0.04,-0.27,sluice,sulkuportti
suloisin,0.918,0.0,-0.26,sweetest,suloinen
sulostuttaa,0.816,-0.09,-0.154,sweeten,sulostuttaa
sulttaani,0.058,-0.154,0.642,sultan,sulttaani
sumea,-0.52,-0.574,-0.396,clouded,sumea
sumea,-0.388,-0.056,-0.684,fuzzy,sumea
summa,0.584,-0.32,-0.16,sum,summa
summeri,0.098,0.432,-0.04,buzzer,summeri
summittainen,-0.334,-0.042,-0.518,sketchy,summittainen
sumo,-0.04,-0.212,0.128,sumo,
sumu,0.02,-0.574,-0.48,fog,sumu
sumu,-0.25,-0.612,-0.558,mist,sumu
sumuinen,-0.292,-0.326,-0.396,foggy,sumuinen
sumuinen,-0.146,-0.098,-0.444,misty,sumuinen
sumupilvi,-0.104,0.04,0.018,stratus,sumupilvi
sumutin,-0.184,0.0,-0.302,inhaler,sumutin
sunnuntai,0.552,-0.608,-0.212,sunday,sunnuntai
suo,-0.396,-0.278,-0.27,bog,suo
suo,-0.02,-0.448,-0.242,fen,suo
suo,-0.396,-0.284,-0.446,marsh,suo
suo,-0.364,-0.04,-0.174,quagmire,suo
suoda,0.312,0.12,0.284,bestow,suoda
suodattaa,-0.12,-0.408,-0.48,filter,suodattaa
suodatus,-0.186,0.04,-0.49,filtration,suodatus
suoja,-0.02,-0.122,-0.076,aegis,suoja
suoja,0.102,0.104,0.35,bulwark,suoja
suoja,0.408,-0.542,0.138,shelter,suoja
suojaamaton,-0.7,0.164,-0.606,unprotected,suojaamaton
suojaava,0.688,-0.082,0.72,protective,suojaava
suojainen,0.18,-0.246,0.434,sheltered,suojainen
suojalasit,0.334,-0.28,-0.444,goggles,suojalasi
suojatie,0.114,-0.118,-0.24,crosswalk,suojatie
suojattu,0.708,-0.244,0.418,protected,suojattu
suojaus,0.726,0.06,0.328,protection,suojaus
suojelija,0.166,-0.098,0.74,patron,suojelija
suojelija,0.558,-0.28,0.648,protector,suojelija
suojella,0.646,0.428,0.582,protect,suojella
suojeluksessa,0.084,0.0,0.268,auspices,suojelus
suola,-0.354,-0.376,-0.388,salt,suola
suolainen,-0.224,0.062,-0.424,salty,suolainen
suolainen,0.624,0.434,0.238,savory,suolainen
suolakurkku,0.186,-0.102,-0.424,pickle,suolakurkku
suolapitoinen,-0.062,-0.264,-0.158,brackish,suolapitoinen
suolapitoinen,-0.14,-0.32,-0.23,saline,suolapitoinen
suolarinkilä,0.038,-0.354,-0.284,pretzel,suolarinkilä
suolattu,-0.334,-0.2,-0.392,salted,suolattu
suolavesi,-0.334,-0.038,-0.278,brine,suolavesi
suolavesi,-0.346,-0.34,-0.272,saltwater,suolavesi
suoli,-0.388,-0.166,-0.218,bowel,suoli
suoli,-0.314,-0.1,-0.24,intestine,suoli
suolisto,-0.612,-0.104,-0.276,bowels,suolisto
suonensisäinen,-0.286,0.076,-0.084,intravenous,suonensisäinen
suoni,-0.306,-0.254,-0.364,vein,suo
suonikas,-0.026,-0.082,-0.412,veined,
suonikohju,-0.53,-0.076,-0.264,varicose,suonikohju
suora,0.586,-0.194,0.3,direct,suora
suora,0.326,-0.178,0.092,forthright,suora
suoraan,0.494,-0.2,0.404,directly,suora
suoraan,0.334,-0.404,0.338,straight,suora
suorakulmainen,-0.124,-0.52,-0.386,rectangular,suorakulmainen
suorakulmio,-0.042,-0.55,-0.124,rectangle,suorakulmio
suoranainen,0.534,-0.208,0.51,outright,suoranainen
suorasanainen,0.164,-0.174,0.334,outspoken,suorasanainen
suorastaan,0.25,-0.092,0.358,downright,suora
suoratoisto,0.184,-0.038,0.164,streaming,suoratoisto
suoraviivainen,0.042,-0.66,-0.052,lineal,suoraviivainen
suoraviivainen,0.56,-0.7,-0.24,straightforward,suoraviivainen
suoristaa,0.354,0.0,0.37,straighten,suoristaa
suoritin,0.37,-0.08,0.346,processor,suoritin
suorittaa,0.858,0.346,0.632,accomplish,suorittaa
suorittaa,-0.346,0.416,0.538,execute,suorittaa
suorittaa,0.53,0.11,0.546,perform,suorittaa
suoritus,0.834,0.388,0.776,accomplishment,suoritus
suoritus,-0.68,0.622,0.426,execution,suoritus
suoruus,0.142,0.224,0.49,frankness,suoruus
suosia,0.624,-0.384,0.038,favor,suosia
suosikki,0.77,0.18,0.382,favorite,suosikki
suosikkijärjestelmä,0.164,0.118,0.316,favoritism,suosikkijärjestelmä
suosio,0.792,0.568,0.722,popularity,suosio
suosionosoitukset,0.906,0.714,0.242,applause,suosionosoitus
suosionosoitus,0.438,0.516,0.5,ovation,suosionosoitus
suositella,0.624,-0.122,0.344,recommend,suositella
suositeltava,0.734,-0.04,0.02,advisable,suositeltava
suosittu,0.76,0.352,0.462,popular,suosittu
suositus,0.824,-0.224,0.328,recommendation,suositus
suostua,0.396,0.02,0.074,accede,suostua
suostumus,0.084,-0.04,0.108,acquiescence,suostumus
suostumus,0.584,0.058,0.548,approbation,suostumus
suostumus,0.23,0.03,0.438,assent,suostumus
suostumus,0.528,0.254,0.226,concurrence,suostumus
suostumus,0.5,0.0,0.24,consent,suostumus
suostutella,-0.486,0.212,0.368,induce,suostutella
suostutella,0.24,0.236,0.418,persuade,suostutella
suostuttelu,0.224,0.34,0.074,persuasion,suostuttelu
suostuttelu,0.174,-0.154,0.142,prompting,suostuttelu
suostuvainen,-0.042,-0.166,-0.148,fain,suostuvainen
suotuisa,0.64,0.158,0.406,beneficial,suotuisa
suotuisa,0.904,-0.24,0.576,favorable,suotuisa
Super,0.688,0.326,0.56,super,
superlatiivi,0.428,0.132,0.474,superlative,superlatiivi
Supermalli,0.76,0.326,0.396,supermodel,supermalli
supermarket,0.38,0.094,0.142,supermarket,supermarket
supermies,0.89,0.588,0.858,superman,supermies
supernova,0.458,0.346,0.654,supernova,supernova
supersankari,0.82,0.64,0.786,superhero,supersankari
supertähti,0.77,0.72,0.76,superstar,supertähti
supervoima,0.612,0.568,0.944,superpower,supervoima
supistaa,-0.388,-0.122,-0.006,curtail,supistaa
supistaminen,-0.54,0.156,-0.138,curtailment,supistaa
supistava,-0.368,0.0,-0.052,astringent,supistava
supistui,-0.312,0.114,-0.102,contracted,supistua
supistuminen,-0.416,0.51,0.206,contraction,supistua
supistumiskykyinen,-0.04,0.172,0.138,contractile,supistumiskykyinen
suppea,0.166,-0.404,0.24,concise,suppea
suppilo,-0.292,-0.452,-0.328,funnel,suppilo
surettaa,-0.792,-0.128,-0.712,saddens,surettaa
sureva,-0.792,-0.042,-0.558,bereaved,sureva
sureva,-0.814,0.346,-0.194,grieving,sureva
surffata,0.694,0.3,0.0,surf,surffata
surffilauta,0.458,0.46,-0.226,surfboard,surffilauta
surina,-0.142,0.372,0.192,drone,surina
surkastuminen,-0.646,0.08,-0.584,atrophy,surkastua
surkea,-0.368,0.142,-0.566,forlorn,surkea
