Finnish-fi,Valence,Arousal,Dominance,English-en
symmetria,0.208,-0.452,0.0,symmetry
symmetrinen,0.084,-0.474,0.138,symmetrical
sympaattinen,0.592,-0.132,0.218,sympathetic
sympatia,0.654,-0.006,0.268,sympathy
sympatisoida,0.54,0.254,0.288,sympathize
symposiumi,0.146,-0.212,0.288,symposium
synagoga,0.062,-0.4,0.088,synagogue
synaptinen,0.146,0.106,0.244,synaptic
syndikaatti,-0.122,-0.018,0.346,syndicate
synergia,0.334,0.02,0.44,synergy
synergistinen,0.142,0.1,0.094,synergistic
synkata,0.604,-0.12,0.34,sync
synkkyys,-0.73,-0.192,-0.608,gloom
synkkä,-0.632,0.0,-0.24,somber
synkkämielinen,-0.786,-0.18,-0.426,gloomy
synkroninen,0.2,0.076,0.09,synchronous
synkronoida,0.562,-0.278,0.308,synchronize
synninpäästö,0.43,0.0,0.328,absolution
synnintekijä,-0.526,0.334,-0.288,sinner
synnitön,0.396,-0.34,0.376,immaculate
synnynnäinen,-0.104,-0.132,-0.146,congenital
synnyttää,0.122,0.482,0.376,engender
synnytys,0.208,0.722,0.346,childbirth
synnytyslääkäri,0.042,0.272,0.208,obstetrician
synnytysoppi,0.06,0.164,0.128,obstetrics
synonyymi,0.23,-0.58,-0.134,synonym
synonyyminen,-0.04,-0.354,-0.2,synonymous
synonyymisanakirja,0.04,-0.04,0.018,thesaurus
synopsis,0.082,-0.22,-0.036,synopsis
syntaksi,0.062,-0.308,0.118,syntax
synteesi,0.208,-0.37,-0.246,synthesis
synteettinen,-0.208,-0.3,0.038,synthetic
syntetisaattori,0.0,-0.18,0.184,synthesizer
synti,-0.646,0.424,-0.102,sin
syntinen,-0.714,0.576,-0.166,sinful
syntipukki,-0.632,0.37,-0.038,scapegoat
synty,0.224,-0.142,0.316,genesis
syntyminen,-0.448,0.714,0.352,emergence
syntymä,0.792,0.31,0.072,birth
syntymämerkki,0.26,-0.078,0.0,birthmark
syntymäpaikka,0.562,-0.42,-0.018,birthplace
syntymäpäivä,0.938,0.688,0.15,birthday
syntymätön,-0.376,-0.4,-0.568,unborn
syntynyt,0.73,0.018,0.182,born
syntyperä,0.806,-0.236,0.19,parentage
syntyperäinen,0.27,-0.156,0.42,native
syntyvyys,0.5,-0.326,0.346,nativity
syrjintä,-0.898,0.448,-0.242,discrimination
syrjiä,-0.75,0.522,-0.268,discriminate
syrjäinen,-0.08,0.124,0.006,outlying
syrjässä,-0.622,-0.154,-0.396,aloof
syrjäyttää,-0.312,0.116,-0.074,supplant
syrjäytyminen,-0.52,0.06,-0.222,exclusion
syrjäytys,-0.448,0.062,-0.038,displacement
systemaattinen,0.234,-0.112,0.188,systematic
sysätä,-0.388,0.38,0.204,shove
sysäys,0.02,0.294,0.326,thrust
sytomegalovirus,-0.628,0.314,-0.114,cytomegalovirus
sytoplasma,-0.244,-0.116,-0.052,cytoplasm
syttyvä,-0.568,0.6,0.43,flammable
sytyke,0.082,-0.18,-0.17,taper
sytykkeet,0.04,0.302,-0.158,kindling
sytyttää,-0.084,0.57,0.35,ignite
sytytys,-0.27,0.44,0.314,ignition
syventynyt,0.082,-0.058,-0.392,engrossed
syventää,0.25,0.06,0.552,deepen
syvyys,0.416,0.122,0.518,depth
syvä,-0.02,-0.054,0.314,deep
syvällinen,0.51,0.092,0.472,profound
syy,-0.062,-0.254,-0.028,cause
syyhy,-0.378,0.116,-0.304,mange
syyhytä,-0.362,0.22,-0.07,itch
syyksilukeminen,-0.334,0.308,0.242,imputation
syyllinen,-0.792,0.702,0.074,offender
syyllistyä,-0.346,0.674,0.464,perpetrate
syyllisyydentunne,-0.584,0.134,-0.588,guilt
syyllisyydentuntoinen,-0.73,0.54,-0.296,guilty
syyllisyys,-0.776,0.49,-0.264,culpability
syylä,-0.836,-0.372,-0.59,wart
syyoppi,0.0,-0.23,0.278,etiology
syypää,-0.876,0.352,-0.334,culprit
syyskuu,0.042,-0.334,-0.278,sept
syysuhde,0.124,-0.04,0.134,causation
syyte,-0.51,0.49,0.154,indictment
syytekirjelmä,-0.51,0.714,0.294,prosecution
syytetty,-0.74,0.34,-0.16,accused
syyttäen,-0.688,0.49,-0.352,accusing
syyttäjä,-0.756,0.558,0.23,accuser
syyttävä,-0.34,0.204,0.158,judgmental
syyttää,-0.77,0.28,-0.382,blame
syytön,0.518,-0.608,-0.314,blameless
syytös,-0.854,0.436,0.128,accusation
syödä,0.462,0.0,-0.072,eat
syöjä,-0.082,-0.326,0.02,eater
syöksy,-0.292,0.442,0.018,lunge
syöksyä,-0.396,0.5,-0.28,plummet
syöminen,0.694,-0.018,0.23,eating
syömishäiriö,-0.27,0.216,0.016,eatingdisorders
syöpynyt,0.062,-0.02,0.424,ingrained
syöpä,-0.896,0.388,0.058,cancer
syöpäläiset,-0.666,0.424,-0.23,vermin
syöstä,-0.386,0.38,0.1,plunge
syötti,-0.448,-0.346,-0.408,bait
syöttäjä,0.02,0.346,0.408,pitcher
syöttää,0.624,-0.142,0.478,feed
syöttölaite,0.208,-0.096,0.426,feeder
syöttöporsas,0.042,0.204,0.0,porker
syötävä,0.5,-0.15,-0.006,edible
syövyttävä,-0.72,0.236,0.14,corrosive
säde,0.1,0.34,0.076,ray
sädehtiä,0.638,0.53,0.02,sparkle
sädekehä,-0.02,-0.26,-0.118,halo
säestys,0.48,-0.042,0.39,accompaniment
sähikäinen,-0.052,0.482,-0.132,firecracker
sähinä,-0.082,0.416,-0.302,fizz
sähke,0.122,0.084,0.1,telegram
sähkö,0.396,0.62,0.466,electricity
sähköasema,-0.062,-0.078,-0.018,substation
sähköasentaja,-0.102,0.18,0.24,electrician
sähköinen,-0.084,0.416,0.024,electric
sähköistää,0.04,0.538,0.474,electrify
sähkökatkos,-0.388,0.368,-0.124,outage
sähkökäyttöinen,0.062,0.24,0.376,electrical
sähköliesi,0.084,0.32,0.072,electric slide
sähkömagneettinen,0.062,0.264,0.366,electromagnetic
sähköposti,0.396,-0.54,-0.088,email
sähköteloitus,-0.646,0.688,0.384,electrocution
sählätä,-0.28,0.102,-0.176,fumble
säie,-0.208,-0.188,0.076,strand
säikky,-0.688,0.63,-0.656,skittish
säikähdys,-0.646,0.632,-0.618,fright
säikähtänyt,-0.334,0.73,0.052,startled
säikäyttää,-0.448,0.634,-0.166,startle
säiliö,-0.138,-0.092,0.268,tank
säiliöauto,0.04,0.294,0.426,tanker
säilyketölkki,-0.062,-0.26,-0.566,tin
säilytetty,0.354,-0.326,0.334,preserved
säilyttäminen,0.664,-0.198,0.212,conservation
säilyttää,0.674,-0.138,0.51,preserve
säilytys,0.334,0.02,0.372,preservation
säilytyshuone,0.124,-0.376,-0.188,stockroom
säilytyslaatikko,-0.156,-0.392,-0.346,bin
säilytyspaikka,-0.188,-0.208,0.0,repository
säilö,0.306,0.02,0.172,safekeeping
säilöntä,0.53,-0.076,0.26,preserving
säilöntäaine,0.062,-0.142,0.018,preservative
säilötty,-0.312,-0.1,-0.418,pickled
säkeistö,0.224,-0.314,-0.406,stanza
säkenöivä,0.3,0.472,0.224,scintillating
säkki,-0.23,-0.326,-0.472,sack
säkkikangas,-0.142,-0.076,-0.178,burlap
säkkipilli,0.082,0.112,-0.176,bagpipes
säkkipillinsoittaja,0.138,-0.116,-0.204,piper
Säkkituoli,-0.1,-0.24,-0.32,beanbag
säksättää,-0.198,-0.174,-0.284,chug
säle,-0.224,-0.306,-0.418,sliver
säleikkö,0.024,-0.326,-0.436,grating
sänki,-0.334,-0.116,-0.472,stubble
sänky,0.208,-0.654,-0.346,bed
sännätä,-0.188,0.618,0.092,rush
säntillinen,0.11,-0.04,0.11,meticulous
säpsähtää,-0.428,-0.17,-0.412,wince
säpäleet,-0.438,0.122,-0.182,smithereens
särisevä,-0.458,0.638,0.09,abrupt
särkevä,-0.666,0.68,-0.254,achy
särkeä,-0.784,0.642,-0.072,shatter
särki,-0.708,0.196,-0.482,roach
särky,-0.708,0.52,-0.376,ache
särkylääke,-0.026,-0.376,-0.038,painkiller
särkyvä,-0.612,0.334,-0.184,breakable
säröillä,-0.552,0.04,-0.544,cracked
säteilevä,0.784,0.308,0.174,beaming
säteillä,0.438,0.47,0.476,radiate
säteily,-0.666,0.482,0.072,radiation
säteilytys,-0.23,0.472,0.018,irradiation
säteittäinen,-0.122,-0.192,0.0,radial
sätkynukke,-0.082,-0.134,-0.404,puppet
sävellys,0.53,-0.184,0.304,composition
säveltäjä,0.644,0.176,0.382,composer
säveltää,0.278,-0.136,0.388,compose
sävy,-0.062,-0.416,-0.472,tinge
sävyisä,0.208,-0.482,-0.472,docile
sävähdyttävä,0.164,0.404,0.116,stirring
sävähtää,-0.3,0.608,0.11,flinch
säyseä,0.062,-0.7,-0.604,meek
sää,0.51,-0.192,0.134,weather
säädin,0.02,0.08,0.52,adjuster
säädyllinen,0.7,-0.3,0.778,respectable
säädyllisyys,0.5,-0.53,0.268,decency
säädyttömyys,-0.73,0.34,-0.018,indecency
säädytön,-0.834,0.366,-0.52,indecent
säädös,0.334,0.224,0.538,enactment
sääli,-0.68,-0.204,-0.772,pity
säälimätön,-0.334,0.426,0.808,relentless
säälittävä,-0.824,-0.072,-0.722,pathetic
säänkestävä,0.082,-0.31,0.104,weatherproof
säännellä,0.02,-0.45,-0.038,regulate
säännelty,0.062,-0.462,-0.034,regulated
säännöllinen,-0.13,-0.624,0.116,regular
säännöllisyys,0.326,-0.326,0.17,regularity
säännös,0.184,-0.34,0.346,statute
säännöstelemätön,-0.312,-0.092,-0.158,unregulated
säännöstellä,0.042,-0.308,-0.22,ration
säännöstely,-0.208,-0.192,0.08,rationing
sääntely,0.084,-0.15,0.334,regulation
sääntö,0.134,-0.146,0.186,rule
sääntöjenvastainen,-0.542,0.04,-0.482,improper
sääri,0.02,-0.254,-0.374,leg
sääri,-0.082,0.0,-0.538,shin
sääriluu,-0.1,-0.396,-0.15,tibia
sääski,-0.286,-0.31,-0.6,gnat
säästeliäästi,0.02,-0.294,0.036,sparingly
säästäjä,0.49,-0.236,0.604,saver
säästäminen,0.326,-0.54,0.242,saving
säästäväinen,0.208,-0.24,0.352,thrifty
säästäväisyys,0.52,-0.566,0.298,thrift
säästää,0.38,-0.306,0.146,conserve
säästöt,0.552,-0.138,0.216,savings
säästötoimi,-0.54,0.3,-0.232,retrenchment
säätelevä,0.062,-0.104,0.056,regulatory
säätyläiset,0.12,-0.04,0.25,gentry
säätää,0.36,0.128,0.196,enact
säätö,0.18,0.04,0.322,adjustment
säätölaite,0.0,-0.328,0.336,regulator
söpö,0.84,0.056,0.158,cute
söpöliini,0.276,0.056,-0.072,cutie
taajuus,0.122,0.114,0.074,frequency
taajuuskorjain,0.208,-0.098,0.172,equalizer
taakka,-0.266,0.166,0.394,burden
taaksepäin,-0.23,-0.186,-0.424,aback
taannehtiva,0.042,-0.096,0.31,retroactive
taantua,-0.49,-0.116,-0.4,regress
taantuma,-0.612,-0.124,-0.74,slump
taantuminen,-0.376,0.0,-0.352,regression
taantumuksellinen,-0.188,0.146,0.38,reactionary
taantuva,-0.396,-0.132,-0.274,regressive
taapero,0.624,-0.062,-0.264,toddler
taaperrus,-0.02,-0.094,-0.224,waddle
taata,0.898,-0.326,0.61,guarantee
taata,0.82,-0.08,0.678,assure
taattu,0.756,-0.346,0.508,assured
tabasco,-0.25,0.092,-0.192,tabasco
tabernaakkeli,-0.184,-0.04,0.21,tabernacle
tabletti,0.124,-0.34,-0.124,tablet
tabloidi,-0.124,-0.27,-0.112,tabloid
tabu,-0.604,0.588,-0.036,taboo
taco,0.122,-0.294,-0.446,taco
tafti,0.208,-0.442,-0.19,taffeta
tahallaan,-0.1,0.352,0.392,intentionally
tahallinen,0.114,0.438,0.284,willful
tahallisuus,0.1,-0.038,0.0,intent
tahaton,-0.124,-0.23,-0.302,unintended
tahattomasti,-0.08,-0.02,-0.428,unintentionally
tahdikas,0.408,-0.416,0.074,tactful
tahdikkuus,0.1,-0.166,-0.166,tact
tahditon,-0.552,0.038,-0.154,inconsiderate
tahdonvoima,0.646,0.552,0.794,willpower
tahko,0.082,-0.094,0.052,grindstone
tahma,-0.5,-0.044,-0.562,gunk
tahmainen,0.042,-0.396,-0.418,gummy
tahmea,-0.23,0.138,-0.416,sticky
tahna,0.0,0.112,0.0,paste
tahra,-0.094,-0.352,-0.472,stain
tahrata,-0.244,0.1,-0.26,sully
tahraton,0.584,-0.346,0.452,spotless
tahti,0.02,-0.24,-0.22,pace
tahto,0.396,-0.184,0.47,will
tahtominen,-0.04,0.174,0.156,volition
taide,0.624,-0.28,0.206,art
taidemaalari,0.354,-0.268,-0.026,painter
taidokas,0.542,0.216,0.556,artful
taidonnäyte,-0.226,0.11,0.052,stunt
taifuuni,-0.354,0.592,0.394,typhoon
taikasauva,0.084,-0.356,-0.37,wand
taikausko,-0.646,0.28,-0.164,superstition
taikauskoinen,-0.438,0.09,0.028,superstitious
taikina,0.122,-0.51,-0.254,batter
taikuri,0.428,0.314,0.102,magician
taikuus,0.736,0.326,0.156,magic
taimen,0.032,-0.226,-0.404,trout
taimi,-0.188,-0.314,-0.154,seedling
tainnuttaa,-0.334,0.42,-0.098,stun
taipuisa,0.438,-0.08,-0.07,flexible
taipumaton,-0.266,0.612,0.476,unyielding
taipuminen,-0.624,0.0,-0.236,deflection
taipumus,0.042,-0.076,0.32,propensity
taipunut,-0.25,-0.094,-0.404,bent
taipuva,-0.104,0.13,-0.09,bending
taipuvainen,-0.062,-0.306,-0.196,inclined
taisteleva,-0.416,0.77,0.566,fighting
taistelija,0.274,0.52,0.796,fighter
taistella,0.062,0.736,0.618,fight
taistellut,-0.416,0.588,0.15,battled
taistelu,-0.27,0.89,0.736,battle
taistelukenttä,-0.734,0.836,0.562,battlefield
taistelukärki,-0.562,0.512,0.072,warhead
taistelulaiva,-0.042,0.5,0.452,battleship
taistelunhaluinen,-0.238,0.38,0.632,combative
taistelutanner,-0.688,0.916,0.624,battleground
taisteluvälineet,-0.292,0.65,0.358,ordnance
taitaa,0.388,-0.02,0.698,master
taitamaton,-0.688,-0.164,-0.582,inept
taitamattomuus,-0.646,-0.058,-0.5,ineptitude
taitava,0.604,0.232,0.816,skillful
taitavuus,0.334,0.714,0.608,proficiency
taiteellinen,0.604,0.292,0.264,artistic
taiteellisuus,0.646,-0.308,0.538,artistry
taiteilija,0.604,-0.116,0.464,artist
taitettu,-0.642,-0.254,-0.346,folded
taito,0.694,0.402,0.666,skill
taittaa,-0.23,-0.176,-0.34,fold
taittuminen,-0.224,-0.058,0.052,refraction
taivaallinen,0.688,-0.096,0.424,heavenly
taivaankansi,0.5,-0.186,0.32,firmament
taivaankappale,-0.074,-0.26,-0.112,orb
taivaansininen,0.24,-0.488,-0.322,azure
taivas,0.916,-0.532,-0.198,sky
taivutin,-0.02,0.02,-0.068,bender
taivuttaa,0.208,-0.244,-0.34,flex
taivutus,-0.23,0.27,-0.246,inflection
tajuaminen,0.108,0.02,0.672,realization
tajunta,0.68,-0.034,0.51,consciousness
tajuta,0.514,-0.076,0.294,realize
tajuton,-0.52,-0.288,-0.61,unconscious
tajuttomuus,-0.694,-0.34,-0.436,oblivion
takaaja,0.552,-0.27,0.5,surety
takahuone,-0.188,0.0,-0.226,backroom
takaisin,-0.124,-0.294,-0.328,back
takaisinmaksu,-0.042,-0.02,-0.052,repayment
takaisinmaksuaika,-0.082,0.0,0.134,payback
takaisinosto,0.062,0.184,0.114,repurchase
takaisinpäin,-0.382,-0.266,-0.5,backward
takaisku,-0.604,-0.098,-0.5,setback
takaistuin,-0.224,-0.34,-0.526,backseat
takaluukku,-0.354,-0.32,-0.204,tailgate
takamaa,0.0,-0.352,-0.14,outback
takanloiste,0.354,0.008,0.278,firelight
takanreunus,0.0,-0.47,-0.058,mantel
takaosa,-0.082,0.04,-0.432,rear
takaovi,-0.312,-0.18,-0.334,backdoor
takaperin,-0.396,-0.256,-0.34,backwards
takapiha,0.104,-0.44,-0.396,backyard
takapuoli,-0.084,0.354,-0.27,buttocks
takaraja,-0.572,0.23,-0.08,deadline
takauma,-0.44,-0.092,-0.288,throwback
takaus,-0.254,0.04,0.122,bail
takautuma,-0.47,-0.2,-0.03,flashback
takautuva,0.188,-0.038,0.056,retrospective
takautuvasti,0.52,0.24,0.358,prospectively
takavalot,-0.042,-0.266,-0.434,taillight
takavarikko,-0.646,0.72,0.0,sequestration
takavarikoida,-0.5,0.25,-0.036,confiscate
takavarikointi,-0.584,0.412,0.172,confiscation
takelteleva,-0.49,0.192,0.038,halting
takertua,-0.166,0.24,0.176,cling
takertuva,-0.552,-0.08,-0.26,clingy
takiainen,-0.23,-0.294,-0.372,bur
takila,0.02,0.036,-0.12,rigging
takimmainen,0.02,-0.23,0.034,posterior
takka,0.334,-0.24,-0.166,fireplace
takki,0.312,-0.396,-0.236,jacket
takku,-0.166,-0.076,-0.32,shag
takkuinen,-0.438,0.038,-0.214,matted
taklaus,-0.27,0.372,0.138,tackle
taksa,-0.082,-0.196,-0.018,tariff
taksi,0.084,-0.276,-0.14,taxi
taksikuski,0.042,-0.166,-0.142,cabbie
taksonomia,-0.26,-0.18,0.26,taxonomy
taktiikka,0.062,-0.132,0.596,tactic
taktikoida,0.23,0.326,0.216,maneuver
taktinen,0.188,-0.038,0.368,tactical
takuu,0.334,-0.06,0.136,warranty
tali,-0.312,-0.434,-0.42,tallow
talismaani,0.408,0.084,0.284,talisman
talja,-0.04,-0.334,-0.174,pulley
talkki,0.0,-0.608,-0.418,talcum
tallata,0.02,0.04,-0.148,tread
tallentaa,0.54,-0.122,0.364,save
tallentamaton,-0.518,-0.298,-0.3,unrecorded
tallettaa,0.08,-0.242,-0.034,deposit
tallettaja,0.208,-0.138,0.0,depositary
talloa,-0.53,0.528,0.124,trample
tallustella,0.102,-0.04,0.164,clump
talo,0.174,-0.73,0.066,house
talonmies,0.02,-0.3,0.054,janitor
talonmiespalvelut,-0.02,-0.254,-0.038,janitorial
talonomistaja,0.632,0.082,0.666,householder
talonpoika,0.06,-0.45,-0.186,peasant
taloudellinen,0.334,0.128,0.346,economical
taloudenhoitaja,0.388,-0.442,0.04,housekeeper
taloudenhoito,0.208,0.0,-0.11,housekeeping
talous,0.166,-0.132,0.542,economy
talousarvio,0.286,-0.208,0.462,budget
taloustiede,0.25,-0.038,0.264,economics
talteenotto,0.146,0.5,0.096,reclamation
taltta,-0.062,-0.192,-0.096,chisel
talutushihna,-0.36,-0.306,-0.146,leash
talvehtia,0.0,-0.366,-0.138,hibernate
talvi,0.326,-0.29,0.0,winter
talviaika,0.52,0.032,-0.192,wintertime
talvinen,-0.104,-0.132,-0.11,wintry
talviuni,-0.062,-0.51,-0.232,hibernation
tamburiini,0.244,0.096,-0.304,tambourine
tamma,0.082,-0.36,-0.166,mare
tammavarsa,-0.042,0.128,0.038,filly
tammenterho,-0.104,-0.604,-0.616,acorn
tammi,0.166,-0.51,0.072,oak
tammipeli,0.352,-0.098,-0.126,checkers
tamponi,-0.208,-0.212,-0.31,tampon
tanakka,0.04,0.034,0.018,chunky
tandem,0.104,-0.188,-0.03,tandem
tangentti,0.146,-0.254,-0.092,tangent
tango,0.244,0.12,-0.14,tango
tankata,0.184,-0.11,0.0,refuel
tanssi,0.788,0.68,0.102,dance
tanssiaiset,0.054,-0.12,-0.192,prom
tanssija,0.48,0.536,0.09,dancer
tanssiminen,0.77,0.736,-0.112,dancing
tanssisali,0.694,0.27,-0.104,ballroom
tanssityttö,0.266,0.388,-0.038,showgirl
taolaisuus,-0.02,-0.5,-0.088,taoism
taottava,0.0,0.0,-0.218,malleable
tapa,0.236,-0.5,-0.36,manner
tapaaminen,0.5,0.138,0.226,meeting
tapahtua,0.354,0.34,0.102,happen
tapahtuma,0.292,0.058,0.11,happening
tapahtumaköyhä,0.02,-0.314,-0.18,uneventful
tapahtumapaikka,-0.102,-0.226,-0.296,locale
tapaturma,-0.53,-0.452,-0.736,casualty
tapaturmainen,-0.362,0.568,-0.386,accidental
tapaus,-0.146,-0.45,-0.118,case
tapetti,0.346,-0.654,-0.384,wallpaper
tapinreikä,-0.428,-0.148,-0.208,bunghole
tapioka,0.188,-0.406,-0.352,tapioca
tappaa,-0.896,0.882,0.472,kill
tappaja,-0.918,0.942,0.086,killer
tappaminen,-0.84,0.918,0.392,killing
tappava,-0.688,0.6,0.49,lethal
tappelu,-0.334,0.838,0.382,tussle
tappi,-0.084,-0.236,-0.12,pivot
tappo,-0.82,0.84,-0.054,manslaughter
taputtaa,0.558,0.462,0.058,clap
taputus,0.646,0.788,0.372,clapping
tarina,0.306,-0.188,0.408,story
tarinankerronta,0.286,-0.25,-0.056,storytelling
tarjoaminen,0.632,0.1,0.792,providing
tarjoilija,-0.082,-0.4,-0.41,waiter
tarjoilijatar,0.292,0.062,-0.296,waitress
tarjota,0.666,0.034,0.408,provide
tarjotin,0.098,-0.5,-0.31,tray
tarjous,0.5,0.49,0.192,offer
tarjousesite,0.224,0.116,0.746,prospectus
tarkaamaton,-0.27,-0.264,-0.428,inadvertent
tarkastaa,0.046,0.104,0.204,check
tarkastaja,-0.164,0.16,0.704,inspector
tarkastella,-0.042,0.206,0.586,inspect
tarkastelu,0.0,0.306,0.316,scrutiny
tarkastus,-0.082,0.26,0.436,inspection
tarkastusasema,0.142,-0.354,0.624,checkpoint
tarkastuskäynti,0.458,-0.308,0.068,visitation
tarkennus,-0.104,0.056,0.226,corrective
tarkentaa,0.354,0.47,0.654,amplify
tarkistaa,0.0,-0.13,-0.018,checkup
tarkistaja,-0.34,-0.166,0.106,checker
tarkistamaton,-0.572,-0.27,-0.64,unverified
tarkistus,-0.166,-0.082,0.42,revision
tarkistuslaskenta,-0.042,-0.196,0.018,recount
tarkistuslista,0.122,0.042,0.104,checklist
tarkka,0.486,-0.28,0.474,accurate
tarkkaamattomuus,-0.584,-0.134,-0.624,inattention
tarkka-ampuja,-0.52,0.858,0.528,sharpshooter
tarkkaavaisuus,-0.02,0.23,0.448,vigilance
tarkkaileminen,0.166,-0.2,0.37,observing
tarkkailija,0.326,-0.274,0.206,observer
tarkkailla,0.082,0.298,0.556,oversee
tarkkanäköinen,0.49,0.0,0.482,perceptive
tarkkuus,0.208,-0.038,0.604,accuracy
tarkoitettu,0.396,-0.076,0.234,destined
tarkoittaa,-0.12,-0.066,0.24,mean
tarkoituksella,0.292,0.412,0.406,purposely
tarkoituksellinen,0.3,0.23,0.5,intentional
tarkoituksenmukainen,0.77,-0.078,-0.092,expedient
tarkoituksenmukaisuus,0.208,-0.114,0.406,expediency
tarkoitukseton,-0.334,0.076,-0.388,unintentional
tarkoitus,0.6,0.068,0.564,purpose
tarmo,0.062,-0.02,-0.268,moxie
tarmokas,0.714,0.54,0.794,vigorous
tarot,-0.042,-0.156,-0.14,tarot
tarpeellinen,0.164,-0.08,0.228,needful
tarpeeton,-0.818,0.0,-0.31,unwarranted
tarpeettomuus,-0.368,-0.476,0.178,redundancy
tarra,0.166,-0.388,-0.308,sticker
tartaani,-0.104,-0.154,-0.222,tartan
tarttua,0.12,0.246,0.14,grasp
tarttuminen,-0.028,-0.15,-0.288,sticking
tarttuva,-0.632,0.45,-0.2,contagious
tartunta,-0.584,0.26,0.07,contagion
tartuttaa,-0.796,0.554,-0.152,infect
tarunomainen,0.25,0.076,0.09,fabled
tarve,0.02,0.148,-0.6,need
tarve-esine,0.146,-0.442,-0.234,utensil
tarvikkeet,0.396,-0.22,0.19,supplies
tarvittava,-0.104,-0.274,0.218,requisite
tarvittu,0.354,-0.316,0.358,needed
tasa-arvo,0.796,-0.39,0.432,equality
tasa-arvoinen,0.562,-0.644,-0.186,equal
tasainen,-0.184,-0.528,-0.394,flat
tasaisuus,-0.042,-0.44,0.054,flatness
tasapaino,0.352,-0.53,0.24,equilibrium
tasapainoinen,0.612,-0.49,0.49,balanced
tasapainoton,-0.396,0.192,-0.314,unbalanced
tasapainottaa,0.04,-0.04,0.254,counterbalance
tasapainottaminen,0.448,-0.366,0.186,equilibration
tasapuolinen,0.25,-0.244,0.236,unbiased
tasaus,0.25,-0.156,-0.154,equalization
tasavalta,0.27,-0.32,0.66,republic
tasavaltalainen,-0.204,0.102,0.328,republican
tasku,-0.084,-0.45,-0.32,pocket
taskuase,-0.18,-0.052,0.0,sidearm
taskukirja,0.102,-0.538,-0.314,pocketbook
taskulamppu,0.306,-0.172,-0.288,flashlight
taskumatti,-0.164,-0.176,-0.092,flask
taskurotta,-0.102,-0.12,-0.158,gopher
taskuvaras,-0.27,0.408,-0.102,pickpocket
taso,0.02,-0.288,-0.228,plane
taso,0.244,-0.446,-0.018,level
tasoittaa,0.476,-0.438,0.148,equalize
tassu,-0.166,-0.28,-0.428,paw
tattari,-0.02,-0.058,-0.132,buckwheat
tatuointi,-0.02,0.204,0.05,tattoo
tauko,0.22,-0.47,-0.26,break
taukoamaton,-0.244,0.408,0.316,ceaseless
taulukkomuotoinen,-0.124,-0.34,-0.076,tabular
taulukoida,-0.04,-0.194,0.196,tabulate
taulukointi,-0.208,-0.308,0.052,tabulation
tausta,-0.202,-0.286,-0.004,background
taustamaisema,-0.36,-0.382,-0.112,backdrop
tauti,-0.918,0.078,-0.334,disease
tavallinen,0.25,-0.558,-0.2,usual
tavanmukainen,0.188,-0.416,0.268,conventional
tavanomainen,0.4,-0.494,0.122,customary
tavanomaisesti,0.2,-0.352,0.166,habitually
tavaralähetys,-0.02,-0.12,0.0,consignment
tavaramerkki,0.334,-0.312,0.5,trademark
tavarat,0.776,-0.208,0.452,goods
tavaratalo,0.244,0.112,0.448,emporium
tavaravaunu,-0.16,-0.062,-0.158,boxcar
tavat,0.164,-0.366,0.368,mores
tavata,0.52,0.02,0.16,meet
tavaton,0.438,0.32,0.44,surpassing
tavattoman,0.142,-0.34,0.054,singularly
tavi,0.08,-0.414,-0.358,teal
tavoite,0.66,-0.288,0.338,goal
tavoitella,-0.166,0.566,0.072,pursue
tavoittamaton,-0.56,0.27,0.142,unattainable
tavoittelu,0.286,-0.094,0.234,pursuit
tavu,-0.02,-0.24,-0.186,byte
tavuviiva,0.104,-0.288,-0.238,hyphen
teatraalinen,0.44,0.38,0.092,theatrical
teatteri,0.52,0.27,0.032,theater
teatteriesitykset,0.388,0.078,-0.028,theatrics
tee,0.396,-0.674,-0.26,tea
teeaika,0.694,-0.682,-0.322,teatime
teehuone,0.604,-0.372,-0.424,teahouse
teekannu,-0.042,-0.78,-0.382,teapot
teekuppi,0.266,-0.73,-0.446,teacup
teeleipä,-0.164,-0.426,-0.542,scone
teelusikka,0.042,-0.34,-0.558,teaspoon
teema,0.082,-0.648,-0.146,theme
teennäinen,-0.062,0.112,-0.418,mannered
teeskennellä,-0.02,0.056,0.084,pretend
teeskennelty,-0.654,0.204,-0.334,feigned
teeskentelemätön,0.084,-0.47,0.142,unaffected
teeskentelijä,0.0,0.366,0.148,pretender
teeskentely,-0.354,0.2,0.08,pretense
teflon,-0.292,-0.51,-0.132,teflon
tehdas,0.0,0.0,0.366,factory
tehdä,0.34,0.096,0.072,do
teho,0.438,0.34,0.906,power
tehokampanja,-0.166,0.444,0.578,blitz
tehokas,0.688,0.264,0.782,effective
tehokkaasti,0.448,0.0,0.188,effectually
tehokkuus,0.604,-0.02,0.812,efficacy
tehosekoitin,0.204,0.068,-0.298,blender
tehostaa,0.208,0.74,0.474,intensify
tehosteaine,0.02,0.0,-0.088,adjuvant
tehosteet,-0.06,0.156,-0.242,effects
tehostin,0.51,0.2,0.6,booster
tehoton,-0.674,-0.176,-0.6,ineffectual
tehottomuus,-0.816,-0.068,-0.638,inefficiency
tehtävä,0.1,-0.294,0.0,task
teini,0.458,0.062,0.136,teen
teini-ikä,0.306,0.32,-0.12,teens
teini-ikäinen,0.562,0.186,0.054,teenager
